Log HR Apixaban Stroke,Log HR Apixaban MI,Log HR Apixaban Bleed,Log HR Apixaban ICH,Log HR Apixaban Death,Log HR Apixaban SE,Log HR Apixaban TIA,Log HR Dabigatran Stroke,Log HR Dabigatran MI,Log HR Dabigatran Bleed,Log HR Dabigatran ICH,Log HR Dabigatran Death,Log HR Dabigatran SE,Log HR Dabigatran TIA,Log HR Edoxaban Stroke,Log HR Edoxaban MI,Log HR Edoxaban Bleed,Log HR Edoxaban ICH,Log HR Edoxaban Death,Log HR Edoxaban SE,Log HR Edoxaban TIA
0.03648,-0.1728,-0.09361,-0.7445,-0.1515,-1.095,-3.126,-0.2933,0.07135,-0.01463,-0.9685,-0.224,-0.414,2,0.1385,-0.1859,-0.1248,-0.6018,-0.07203,-0.8096,1.168
-0.1682,-0.1728,-0.09361,-0.7445,-0.1515,-1.095,-3.126,-0.2933,0.07135,0.08904,-0.9685,-0.224,-0.1963,0.4391,0.1385,-0.1859,-0.1248,-0.6018,-0.07203,-0.8096,-2.278
-0.1682,-0.1728,-0.09361,-0.7445,-0.09408,-1.095,-1.037,-0.2933,0.07135,0.08904,-0.9685,-0.224,-0.1963,-1.257,0.1385,-0.05484,-0.1248,-0.6018,-0.07203,-0.8096,1.33
-0.1682,-0.01093,-0.2123,-0.7445,-0.09408,-1.095,-1.037,-0.2933,0.1589,0.07824,-0.9516,-0.224,-0.1963,0.9706,0.1385,-0.05484,-0.1248,-0.6587,-0.07203,-0.8096,1.7
-0.1682,-0.01093,-0.2066,-0.8097,-0.1331,-1.066,-1.037,-0.2933,0.1589,0.07824,-0.9516,-0.1228,-0.1963,-0.1916,0.1385,-0.1546,-0.1248,-0.6587,-0.07203,-0.8096,-0.7866
-0.1682,-0.01093,-0.2066,-0.7782,-0.1331,-1.066,-1.037,-0.2933,0.1589,0.07824,-0.9516,-0.1889,-0.366,-0.7967,0.0496,-0.1185,-0.1248,-0.6212,-0.07866,-0.8096,1.793
-0.1444,-0.01093,-0.2066,-0.7782,-0.1331,-1.066,-3.234,-0.2933,0.1589,0.1,-0.9516,-0.1889,-0.366,1.074,0.0496,-0.1185,-0.1367,-0.7367,-0.07866,-0.8096,2.234
-0.1326,-0.08425,-0.2579,-0.7782,-0.1331,-0.8904,-2.629,-0.1577,0.07562,0.1001,-0.9516,-0.1719,-0.366,-0.8368,0.04007,0.06084,-0.1111,-0.7367,-0.07866,-0.8096,1.606
-0.1284,-0.08425,-0.2579,-0.7717,-0.1331,-0.9819,-2.629,-0.1577,0.07562,0.1001,-0.9516,-0.1719,-0.366,1.977,0.04007,0.06084,-0.1111,-0.7367,-0.07866,-0.04926,0.001154
-0.1639,-0.08425,-0.2579,-0.7328,-0.1331,-0.9819,-2.629,-0.1416,0.07562,0.05921,-1.017,-0.05254,-0.366,-0.4907,0.04007,0.06084,-0.1388,-0.7367,-0.07866,-0.04926,-1.861
-0.1264,-0.08425,-0.2579,-0.8176,-0.1331,-0.9819,-2.629,-0.1714,0.07562,0.05425,-1.247,-0.08252,-0.366,-0.6192,0.04007,-0.0223,-0.1388,-0.7367,-0.07866,-0.04926,0.5328
-0.1264,-0.251,-0.2411,-0.9425,-0.1331,-0.9819,-2.629,-0.1811,0.07562,0.05425,-1.247,-0.08252,-0.366,-0.4865,0.004852,-0.02205,-0.1388,-0.7367,-0.07866,-0.04926,0.01328
-0.1264,-0.251,-0.2368,-0.9425,-0.1331,-0.9819,-2.629,-0.2912,0.07562,0.111,-1.247,-0.08252,-0.2599,-0.4076,0.004852,-0.02205,-0.1388,-0.6349,-0.07591,-0.04926,0.4101
-0.1264,-0.251,-0.2368,-0.9425,-0.1331,-0.9819,-2.108,-0.2912,0.07562,0.09306,-1.172,-0.08685,-0.2599,-1.236,0.004852,-0.02205,-0.1388,-0.7173,-0.08117,-0.04926,0.723
-0.1264,-0.251,-0.2368,-0.9425,-0.1331,-0.9819,-2.108,-0.2912,0.07562,0.1776,-1.172,-0.08685,-0.2599,-0.6683,-0.04897,-0.02205,-0.1388,-0.7173,-0.08117,-0.04926,-0.1532
-0.1264,-0.2388,-0.2368,-0.9425,-0.1748,-0.9819,-2.108,-0.2912,0.02989,0.1776,-0.8556,-0.08685,-0.2599,-0.6035,-0.04897,-0.02205,-0.1388,-0.7173,-0.08117,-0.3075,2.874
-0.1264,-0.2388,-0.2517,-0.9425,-0.1169,-0.9482,-2.108,-0.2912,0.02989,0.1776,-0.8556,-0.08685,-0.2599,-0.8292,-0.04897,-0.02205,-0.1388,-0.7173,-0.08117,-0.3075,2.893
-0.1264,-0.2894,-0.2431,-0.7384,-0.1314,-0.9482,-2.108,-0.2912,0.02989,0.01105,-0.8556,-0.08685,-0.2599,0.004239,0.09735,0.1649,-0.1388,-0.7173,-0.08117,-0.3075,0.4256
-0.1264,-0.23,-0.2431,-0.8516,-0.1314,-0.9482,-1.444,-0.2912,-0.1269,0.01105,-0.8556,-0.1551,-0.2599,-0.9697,0.09735,0.0889,-0.1388,-0.7173,-0.02592,-0.6418,1.024
-0.1264,-0.23,-0.1876,-0.8516,-0.1066,-0.9482,-1.444,-0.2912,-0.07421,0.01105,-1.007,-0.1551,-0.2599,1.096,0.07841,0.0889,-0.1388,-0.7173,-0.02592,-0.5563,-1.173
-0.2195,-0.23,-0.1876,-0.878,-0.1066,-1.086,-1.444,-0.2858,-0.07421,0.01105,-1.007,-0.1551,-0.2599,-2.145,0.07841,0.1379,-0.1388,-0.9206,-0.02592,-0.5563,-1.645
-0.2195,-0.099,-0.1876,-0.878,-0.1066,-1.342,-1.444,-0.2858,-0.07421,0.01105,-1.197,-0.1492,-0.2599,-0.2061,0.07841,0.1379,-0.1388,-0.9206,-0.1383,-0.8146,0.6007
-0.2195,-0.099,-0.1876,-0.9579,-0.1066,-1.342,-0.4746,-0.2858,-0.07421,0.07274,-1.197,-0.1492,-0.2062,0.379,0.1042,0.1379,-0.1388,-0.9206,-0.1383,-0.8146,-2.486
-0.2195,-0.099,-0.1768,-0.9579,-0.1066,-1.356,-0.4746,-0.2858,-0.07421,0.07274,-1.265,-0.1492,-0.2062,0.123,0.1042,0.1379,-0.1601,-0.6172,-0.1383,-0.8146,-0.7905
-0.2155,-0.1487,-0.1768,-0.9579,-0.1066,-1.356,0.6269,-0.2858,-0.08041,0.07274,-1.265,-0.1492,-0.2062,1.218,0.1042,0.1944,-0.1742,-0.6172,-0.1383,-0.8146,-0.2784
-0.2155,-0.1487,-0.2336,-0.9579,-0.1066,-1.356,-1.101,-0.2858,-0.08041,0.07274,-1.265,-0.1492,-0.2641,-0.4273,-0.03257,0.1944,-0.1742,-0.5955,-0.1383,-0.8146,-0.2539
-0.1742,-0.1487,-0.2336,-0.9579,-0.006549,-1.446,-1.101,-0.2858,0.09863,0.0811,-1.265,-0.1492,-0.2641,-0.1636,-0.1236,0.2915,-0.1742,-0.7042,-0.1383,-0.8146,-0.5167
-0.06092,-0.3092,-0.3328,-0.9579,-0.006549,-1.446,-1.101,-0.2858,0.09863,0.0811,-1.265,-0.1492,-0.2641,0.6211,-0.1236,0.2915,-0.1742,-0.7042,-0.1383,-0.5058,-2.184
-0.06092,-0.004063,-0.3388,-0.9579,-0.006549,-1.446,-1.101,-0.2858,0.09863,0.006331,-1.025,-0.1492,-0.3774,-1.665,-0.1236,0.2915,-0.1386,-0.8342,-0.1383,-0.5058,-0.9897
-0.06092,-0.004063,-0.3388,-0.9579,-0.006549,-1.446,-1.101,-0.2858,-0.1348,0.006331,-1.025,-0.1216,-0.3073,-0.4151,-0.1236,0.2915,-0.1386,-0.6185,-0.1353,-0.5058,0.6081
-0.06092,-0.184,-0.3388,-0.9579,-0.125,-1.446,-1.101,-0.2858,-0.1348,0.006331,-1.025,-0.1216,-0.3073,-0.001942,-0.1236,0.2915,-0.1386,-0.6185,-0.1353,-0.5058,1.435
-0.06092,-0.184,-0.3388,-1.011,-0.1417,-1.37,-0.2982,-0.2858,-0.1535,0.006331,-1.291,-0.06417,-0.3073,1.071,-0.2664,0.2915,-0.1431,-0.6185,-0.04766,-0.4609,-2.754
-0.06092,-0.184,-0.3388,-1.025,-0.1417,-1.37,-0.2982,-0.2858,-0.1535,0.1122,-1.035,-0.06417,-0.3073,1.768,-0.2664,-0.01289,-0.1431,-0.6185,-0.04766,-0.7753,0.2019
-0.06092,-0.184,-0.3388,-1.025,-0.1226,-1.37,-0.2982,-0.2858,-0.1535,0.1122,-1.06,-0.06417,-0.3073,0.8046,-0.2664,0.1596,-0.1537,-0.6185,-0.04766,-0.7753,2.559
-0.06092,-0.184,-0.3388,-1.025,-0.1226,-1.37,-0.2982,-0.3207,-0.1174,0.1122,-1.106,-0.06417,-0.3073,0.3735,-0.2664,-0.1045,-0.1537,-0.6185,-0.04766,-0.7753,1.331
-0.06092,-0.2181,-0.3388,-1.025,-0.1226,-1.127,-0.2982,-0.3207,-0.1174,0.1122,-1.106,-0.03486,-0.3073,-0.2514,-0.2664,0.2443,-0.1537,-0.6185,-0.04766,-0.7753,-1.707
0.05043,-0.2583,-0.1898,-1.025,-0.1226,-1.127,-0.2982,-0.3207,-0.1174,0.1122,-1.106,-0.04603,-0.509,-0.8703,-0.1285,0.2443,-0.1537,-0.6185,-0.04766,-0.7753,2.558
0.05043,-0.2075,-0.1898,-1.029,-0.1226,-0.9889,-0.2982,-0.3207,-0.1174,0.1122,-1.106,-0.04603,-0.509,0.529,-0.1285,0.2443,-0.1387,-0.5872,-0.06165,-0.7753,1.212
0.05043,0.2009,-0.162,-0.9721,-0.1226,-1.103,0.2075,-0.3207,-0.04723,0.1122,-1.091,-0.04603,-0.509,-2.789,-0.1285,0.2443,-0.1387,-0.7094,-0.06165,-0.7753,-0.8022
0.05043,-0.02317,-0.2458,-1.029,-0.1226,-1.103,0.2695,-0.4588,-0.1452,-0.04188,-1.091,-0.04603,-0.509,-0.5449,-0.1285,0.2108,-0.1387,-0.7094,-0.1266,-0.7753,0.7155
0.05043,-0.02317,-0.2458,-0.8906,-0.1226,-1.103,0.2695,-0.3644,0.03324,-0.04188,-1.091,-0.04603,-0.509,0.3022,-0.1285,0.01331,-0.1674,-0.7094,-0.05038,-0.7753,0.3455
0.04098,-0.02317,-0.2458,-0.8906,-0.1542,-1.177,0.2695,-0.3644,0.03324,-0.04188,-1.091,-0.04603,-0.509,1.808,-0.1285,0.01331,-0.08479,-0.6698,-0.05038,-0.7753,-0.4385
0.05096,-0.02317,-0.2458,-0.8906,-0.1542,-1.204,0.2695,-0.3644,0.03324,-0.04188,-1.091,-0.04603,-0.6511,-1.903,-0.0897,0.01331,-0.08479,-0.6698,-0.05038,-0.7753,-1.117
0.05096,-0.05158,-0.2458,-0.8906,-0.1542,-1.204,0.2695,-0.4278,0.03324,-0.04188,-0.982,-0.04603,-0.4476,1.748,-0.05044,0.01331,-0.1459,-0.4681,-0.06921,-0.7753,-0.4765
0.05096,-0.05158,-0.2463,-0.8561,-0.1861,-1.204,-1.254,-0.4278,0.05227,-0.01675,-0.982,-0.2245,-0.5022,1.628,0.000627,-0.2964,-0.1459,-0.5661,-0.0649,-0.7753,-3.044
0.05096,-0.08604,-0.2463,-0.8561,-0.209,-1.204,-1.254,-0.2278,0.05227,-0.01675,-1.157,-0.1523,-0.5022,-0.5784,0.008676,-0.2964,-0.1459,-0.5661,-0.1554,-0.7753,0.6935
0.05096,-0.08604,-0.2463,-0.8561,-0.209,-1.204,-1.254,-0.2278,0.05227,-0.01675,-1.157,-0.1523,-0.5022,-0.4227,0.008676,0.04897,-0.1459,-0.5661,-0.1554,-0.7753,-2.814
-0.1382,-0.08604,-0.2149,-0.8561,-0.209,-1.211,0.7367,-0.2278,0.15,0.09203,-1.157,-0.1771,-0.5022,1.498,0.008676,0.04897,-0.1459,-0.5656,-0.1554,-0.7753,-0.9485
-0.1382,-0.07418,-0.2149,-0.8561,-0.2045,-1.211,-0.5521,-0.3871,0.15,0.09203,-0.8008,-0.1771,-0.5022,1.571,-0.04706,0.04897,-0.1115,-0.5656,-0.1554,-0.7278,0.5124
-0.1382,-0.07418,-0.2149,-0.8561,-0.2346,-1.211,-0.5521,-0.2283,0.15,0.09203,-0.8008,-0.1771,-0.5261,-1.242,-0.04706,0.04897,-0.1115,-0.5656,-0.1554,-0.7278,1.771
-0.1678,-0.3086,-0.2149,-0.8561,-0.2346,-1.211,-0.5521,-0.2283,0.15,0.09203,-0.8008,-0.1771,-0.5261,-0.9168,0.03478,0.04897,-0.1115,-0.5656,-0.1554,-0.7278,1.526
-0.2247,-0.3086,-0.2149,-0.8561,-0.2346,-1.211,-0.1641,-0.2283,0.2404,0.1145,-0.8008,-0.1771,-0.5261,-0.5534,0.03478,0.04897,-0.1115,-0.8031,-0.1554,-0.7278,1.184
-0.2247,-0.306,-0.2201,-0.7843,-0.2187,-1.211,-0.1641,-0.2979,0.1951,0.1145,-0.8008,-0.2381,-0.4709,-0.3219,0.03478,0.1167,-0.1115,-0.7792,-0.1554,-0.7278,0.1891
-0.2247,-0.306,-0.2201,-0.7843,-0.2089,-1.211,0.8959,-0.2979,0.1951,0.1145,-0.8008,-0.1875,-0.5407,1.916,0.03478,-0.1638,-0.1115,-0.7792,-0.1554,-0.7278,1.025
-0.06671,-0.306,-0.2215,-0.7843,-0.2089,-1.211,0.6835,-0.2979,0.1951,0.1145,-0.8008,-0.1875,-0.5407,2.146,0.03478,-0.1638,-0.1115,-0.65,-0.1554,-0.7278,-3.09
-0.06671,-0.306,-0.2215,-0.8884,-0.2418,-1.211,0.6835,-0.2979,0.1951,-0.1045,-1.208,-0.1875,-0.5407,-1.851,0.03478,-0.1638,-0.1115,-0.6371,-0.1554,-0.7278,-0.9051
-0.0676,-0.306,-0.2433,-0.8884,-0.2991,-1.027,-0.9523,-0.2979,0.4165,-0.1045,-0.7359,-0.1875,-0.6825,-2.534,0.02361,-0.06807,-0.1115,-0.7185,-0.05817,-0.5744,0.5555
0.003742,-0.306,-0.2433,-0.8884,-0.2991,-1.027,-0.9523,-0.2979,0.4165,-0.03721,-0.7359,-0.1875,-0.4699,-0.06859,0.02361,-0.06807,-0.1115,-0.7185,-0.05817,-0.5744,-1.314
0.01641,-0.306,-0.2433,-0.8884,-0.2991,-1.027,-2.855,-0.2945,0.2382,-0.03721,-0.877,-0.1875,-0.4699,1.533,0.02361,-0.1479,-0.1194,-0.7474,-0.05817,-0.4785,-1.477
0.01641,-0.1458,-0.2433,-0.8884,-0.2322,-0.8542,-1.746,-0.2945,0.2382,-0.03721,-0.877,-0.1875,-0.4571,-0.03406,0.02361,-0.2189,-0.1194,-0.7474,-0.05817,-0.4785,1.647
0.01641,-0.1458,-0.2433,-0.7856,-0.1722,-0.6093,-1.746,-0.2945,0.2382,-0.03721,-0.877,-0.1875,-0.4571,1.759,0.04894,-0.2189,-0.1127,-0.7123,-0.05817,-0.4785,-0.8848
0.01641,-0.1458,-0.2433,-0.7856,-0.1722,-0.6093,-1.746,-0.2945,0.4979,-0.0001317,-0.877,-0.1096,-0.3802,1.339,0.04894,-0.2189,-0.1186,-0.7123,-0.1072,-0.4785,0.824
0.01641,-0.1458,-0.2433,-0.7856,-0.1722,-0.8535,1.284,-0.264,0.4979,-0.0001317,-0.877,-0.1096,-0.3802,0.8766,0.04894,-0.09765,-0.1144,-0.7123,-0.1072,-0.4785,1.333
0.01641,-0.1458,-0.1795,-0.7856,-0.1722,-0.8535,1.284,-0.264,0.4979,-0.0001317,-0.877,-0.1096,-0.3522,0.0103,0.04894,-0.09765,-0.1144,-0.7123,-0.1072,-0.4785,-2.755
0.01641,-0.1458,-0.1795,-0.7856,-0.1722,-0.8535,-0.4934,-0.264,0.4979,-0.0001317,-0.877,-0.1783,-0.3522,1.683,0.06664,-0.01801,-0.1144,-0.7123,-0.1072,-0.4785,0.8388
0.01641,-0.1458,-0.1874,-0.7856,-0.1722,-0.6791,-1.21,-0.264,0.4979,-0.0001317,-0.877,-0.1783,-0.2758,0.5374,0.06664,-0.01801,-0.1144,-0.7123,-0.1072,-0.4785,-0.08373
-0.02063,-0.1458,-0.1874,-0.7856,-0.1722,-0.6791,-1.21,-0.264,0.4636,-0.0001317,-0.9684,-0.1783,-0.248,-2.185,0.06664,-0.03248,-0.1144,-0.7123,-0.1072,-0.05706,0.9581
-0.02063,-0.2748,-0.1874,-0.7856,-0.1722,-0.6791,-1.21,-0.264,0.4636,0.04588,-0.9684,-0.1783,-0.3679,0.6007,-0.1292,-0.02206,-0.1383,-0.7395,-0.1808,-0.05706,-1.2
0.006791,-0.3004,-0.1759,-0.7856,-0.1722,-0.6407,0.04639,-0.2765,0.4253,0.06803,-0.9684,-0.2569,-0.3679,0.778,-0.1292,0.1524,-0.1383,-0.7687,-0.04436,-0.05706,1.527
-0.007027,-0.241,-0.1759,-0.7856,-0.1722,-0.6407,-0.7269,-0.2765,0.3081,0.01684,-0.9684,-0.2569,-0.3679,-1.65,-0.1292,0.1524,-0.1383,-0.7687,-0.04436,-0.4047,-0.3003
-0.007027,-0.241,-0.1759,-0.7856,-0.173,-0.5616,-0.6128,-0.2765,0.3081,0.01684,-0.898,-0.2569,-0.3679,0.7002,-0.06191,-0.1312,-0.1383,-0.729,-0.04873,-0.4047,1.243
-0.007027,-0.241,-0.1759,-0.7856,-0.173,-0.5616,-0.6128,-0.2765,0.3081,-0.04364,-0.898,-0.1266,-0.3679,-0.6403,-0.06191,-0.1312,-0.1383,-0.729,-0.04873,-0.4047,1.147
-0.007027,-0.241,-0.1759,-0.7856,-0.173,-0.4896,-0.6128,-0.168,0.3081,0.1055,-0.7267,-0.1266,-0.3679,2.391,-0.1106,-0.1312,-0.1383,-0.729,-0.04873,-0.4047,-1.436
-0.007027,-0.241,-0.1759,-0.7856,-0.1619,-0.4896,-0.6128,-0.168,0.01916,0.1055,-0.7267,-0.1266,-0.3679,2.26,-0.1106,-0.1312,-0.1383,-0.729,-0.04873,-0.4047,-1.671
-0.007027,-0.241,-0.2105,-0.7856,-0.1805,-0.4896,-0.6128,-0.168,0.2303,0.1055,-0.7267,-0.1577,-0.3679,0.1054,-0.1106,-0.06407,-0.1383,-0.729,-0.04873,-0.4047,-0.4393
-0.007027,-0.241,-0.2105,-0.7856,-0.1805,-0.5848,-0.6128,-0.168,0.1704,0.1055,-0.7267,-0.1577,-0.3679,0.07469,-0.1106,-0.06407,-0.1383,-0.7254,-0.04873,-0.4047,-0.5908
-0.007027,-0.241,-0.2105,-0.9089,-0.1805,-0.5848,-0.6128,-0.168,0.1704,0.1055,-0.7902,-0.2264,-0.3679,-0.4445,-0.1106,-0.09075,-0.1383,-0.7254,-0.04873,-0.4047,2.36
-0.007027,-0.241,-0.2105,-0.9089,-0.1805,-0.5848,-0.6128,-0.2364,0.1704,0.1055,-0.8861,-0.2264,-0.3679,-1.018,-0.1106,-0.09075,-0.1383,-0.7002,-0.04873,-0.4047,-1.176
-0.09858,-0.241,-0.2105,-0.9089,-0.1805,-0.5848,-0.6128,-0.2364,0.1704,0.1055,-0.8861,-0.2264,-0.4457,1.974,-0.05889,-0.04731,-0.1383,-0.7002,-0.0517,-0.4047,0.02097
-0.1039,-0.241,-0.3188,-0.6674,-0.1805,-0.8039,-0.6128,-0.2364,0.1704,0.1055,-0.7835,-0.1598,-0.4457,-1.339,-0.1575,-0.03273,-0.1383,-0.4779,-0.1001,-0.4047,2.625
-0.1039,-0.06758,-0.3188,-0.6674,-0.1805,-0.7992,-0.6128,-0.2364,0.1704,0.1055,-0.7835,-0.1598,-0.6407,-1.514,-0.1575,-0.189,-0.1468,-0.4779,-0.1001,-0.4047,1.429
-0.1039,-0.08176,-0.3188,-0.841,-0.1651,-0.7992,-0.6128,-0.3463,0.1704,0.08938,-0.7835,-0.1598,-0.6407,0.2947,-0.1034,-0.189,-0.1,-0.4779,-0.1001,-0.4047,-0.7982
-0.1039,-0.08176,-0.3188,-0.841,-0.1651,-0.7992,-0.6128,-0.3463,0.2258,0.1288,-0.9157,-0.1598,-0.6407,1.34,-0.1034,-0.1562,-0.1,-0.4779,-0.08225,-0.4047,-0.8943
-0.1039,-0.08176,-0.2245,-0.7062,-0.1651,-0.7992,-0.6128,-0.3463,0.2258,0.1288,-1.197,-0.08821,-0.4044,-2.517,-0.1034,-0.1562,-0.1,-0.7466,-0.08225,-0.4047,-0.07639
-0.1039,-0.08176,-0.2245,-0.9117,-0.2073,-0.6574,-0.6128,-0.3706,0.3376,0.1288,-1.197,-0.08821,-0.4044,-0.1831,-0.02442,-0.1562,-0.1,-0.7466,-0.08225,-0.4047,-0.8383
-0.1039,-0.06456,-0.2245,-0.9117,-0.1855,-0.7151,-0.6128,-0.3985,0.3376,0.1011,-1.197,-0.09914,-0.4044,1.04,-0.02442,-0.1562,-0.1,-0.7466,-0.1514,-0.4047,-0.5964
-0.1039,-0.06456,-0.255,-0.9117,-0.1855,-0.7151,-0.6128,-0.3426,0.3376,0.1011,-1.197,-0.09914,-0.4044,0.5477,-0.02442,-0.1562,-0.1,-0.3722,-0.1514,-0.4047,0.6516
-0.09174,-0.06456,-0.255,-0.7009,-0.1855,-0.7151,-0.7937,-0.3426,0.2864,0.1011,-1.197,0.002476,-0.4044,-1.428,-0.02442,-0.1562,-0.1,-0.3722,-0.1462,-0.8969,0.05222
-0.09174,0.003214,-0.1991,-0.7009,-0.1855,-0.7151,-0.7937,-0.3426,0.2864,0.1011,-1.197,-0.03161,-0.4572,-2.278,-0.02442,-0.1562,-0.1,-0.3722,-0.1462,-0.7618,-0.523
-0.03504,0.003214,-0.1991,-0.6719,-0.1855,-0.7151,-0.7937,-0.3426,0.2864,0.06687,-1.197,-0.03161,-0.5621,-1.852,-0.02442,-0.2146,-0.1257,-0.4721,-0.1462,-0.7618,-1.698
-0.01136,0.003214,-0.1991,-0.6719,-0.1855,-0.7151,-0.7937,-0.3426,0.2864,0.06687,-1.19,-0.03161,-0.5601,0.5754,-0.02442,-0.2146,-0.1257,-0.7295,-0.1462,-0.7618,-0.2311
-0.01136,-0.03849,-0.1991,-0.6719,-0.09614,-0.7151,-0.7937,-0.2193,0.2864,0.06687,-1.19,-0.03161,-0.5376,-1.203,-0.02442,0.09685,-0.1257,-0.5432,-0.1462,-0.7646,0.6003
0.05236,-0.03849,-0.1991,-0.8345,-0.09614,-0.7151,-1.608,-0.2193,0.3525,0.08198,-0.6175,-0.03161,-0.5376,0.687,-0.02442,0.09685,-0.1257,-0.5432,-0.09018,-0.7646,1.513
0.05236,-0.03849,-0.3133,-0.8345,-0.09614,-0.7151,-1.608,-0.3215,0.3525,0.08198,-1.045,-0.03161,-0.5376,-1.116,-0.02442,-0.06757,-0.1257,-0.5432,-0.09018,-0.7646,0.3616
0.05236,-0.1637,-0.3133,-0.8345,-0.09614,-0.7151,-1.608,-0.3215,0.3525,0.08198,-1.045,-0.03161,-0.5376,1.843,-0.02442,-0.06757,-0.1224,-0.5432,-0.09018,-0.7646,1.377
0.05236,-0.1637,-0.3133,-0.8797,-0.09614,-0.6805,-1.588,-0.3215,0.3525,0.03866,-0.8994,-0.1312,-0.5376,2.002,-0.02442,-0.06757,-0.1224,-0.5432,-0.06997,-0.7646,2.728
-0.001657,-0.1661,-0.3133,-0.8797,-0.09614,-0.8048,-1.588,-0.3215,0.5148,0.05058,-0.8994,-0.1312,-0.6786,2.374,-0.02442,-0.06757,-0.1224,-0.5432,-0.06288,-0.7646,-0.8388
-0.001657,-0.2393,-0.3133,-0.8797,-0.09614,-0.5572,-1.588,-0.2056,0.5148,0.05058,-0.8145,-0.2193,-0.6786,0.0201,-0.02442,-0.06757,-0.1224,-0.5432,-0.1278,-0.7646,-1.002
-0.001657,-0.06141,-0.3133,-0.8797,-0.1064,-0.5572,-0.6855,-0.1832,0.5148,0.05058,-0.8145,-0.2113,-0.6786,1.002,-0.1505,-0.06757,-0.1224,-0.5432,-0.1278,-0.4258,-0.2078
-0.001657,-0.04214,-0.3133,-0.8797,-0.1064,-0.5572,-2.194,-0.1832,0.5148,0.05058,-0.8145,-0.2113,-0.4941,2.269,-0.09295,-0.06757,-0.1476,-0.5432,-0.1278,-0.4258,-0.6128
0.0724,-0.04214,-0.2178,-0.8797,-0.1064,-0.5572,-2.194,-0.1975,0.5148,0.05058,-0.8145,-0.157,-0.4941,-0.1537,-0.09295,-0.1378,-0.1476,-0.5432,-0.1278,-0.4258,-0.1621
0.05731,-0.04214,-0.2178,-0.8576,-0.1064,-0.5572,-2.194,-0.1975,0.5148,0.05058,-0.8145,-0.1565,-0.4941,1.679,-0.09295,-0.1378,-0.1575,-0.5432,-0.1278,-0.4258,-2.464
0.05731,-0.04214,-0.2178,-0.8576,-0.1064,-0.778,-2.194,-0.1975,0.5148,0.05058,-0.8145,-0.1565,-0.4461,1.09,-0.09295,-0.1378,-0.1575,-0.5432,-0.1278,-0.4258,0.3353
0.05731,0.02993,-0.1814,-0.8576,-0.1064,-0.778,-2.194,-0.1975,0.5679,0.05058,-0.8145,-0.1565,-0.4461,-1.732,-0.09295,-0.1378,-0.1575,-0.5432,-0.1278,-0.7393,-0.3135
0.04486,-0.00266,-0.1486,-0.8576,-0.1064,-0.7135,-2.194,-0.1975,0.5679,0.05058,-0.8145,-0.1265,-0.4461,-0.2621,-0.09295,-0.1378,-0.1393,-0.5432,-0.1278,-0.7393,1.101
0.02405,-0.00266,-0.111,-0.8576,-0.1832,-0.643,-2.194,-0.1975,0.5679,0.05058,-0.8145,-0.1265,-0.2665,2.165,-0.09295,-0.1378,-0.1558,-0.5432,-0.1186,-0.7393,-0.195
0.1368,0.01429,-0.111,-0.8576,-0.1832,-0.643,-2.194,-0.3232,0.514,0.05058,-0.8145,-0.1265,-0.3085,-0.3022,-0.1467,-0.1378,-0.1558,-0.5432,-0.1186,-0.733,1.964
0.1368,0.01429,-0.111,-0.8576,-0.1832,-0.643,-2.194,-0.3109,0.514,0.05058,-1.2,-0.1265,-0.3085,1.5,0.01235,-0.1378,-0.1558,-0.5432,-0.1586,-0.733,-1.577
0.1368,-0.02022,-0.111,-0.8576,-0.1832,-0.643,-2.194,-0.3109,0.514,0.05058,-1.2,-0.1656,-0.3875,-0.07093,0.01235,-0.1378,-0.1926,-0.5432,-0.1471,-0.733,0.4126
0.08572,0.1089,-0.1292,-0.8576,-0.1832,-0.643,-2.194,-0.3109,0.514,0.05058,-0.9296,-0.0535,-0.3875,2.313,0.01235,-0.1378,-0.1307,-0.5521,-0.1471,-0.733,-1.715
0.009931,-0.3019,-0.1292,-0.8576,-0.1896,-0.643,-1.484,-0.3109,0.4834,0.05058,-0.9296,-0.04148,-0.3875,2.616,0.01235,-0.1378,-0.1648,-0.5521,-0.1606,-0.733,-1.536
0.009931,-0.3019,-0.1292,-0.8576,-0.1896,-0.643,-0.5905,-0.4222,0.312,0.1217,-0.9296,-0.1545,-0.3875,1.719,0.02314,-0.1378,-0.1219,-0.5521,-0.1527,-0.8563,-3.714
0.04737,-0.2259,-0.1292,-0.8576,-0.1896,-0.643,-0.5905,-0.4328,0.312,0.1217,-0.9296,-0.04132,-0.3875,-0.07996,0.02314,-0.1378,-0.1219,-0.5521,-0.1041,-0.7183,0.04248
0.04737,-0.01305,-0.1292,-0.7298,-0.1896,-0.643,-0.5905,-0.5501,0.312,0.08924,-1.011,-0.04132,-0.3875,-1.749,0.1304,-0.1378,-0.1193,-0.5521,-0.1041,-0.7183,0.5614
-0.1693,-0.01305,-0.1337,-0.7298,-0.1896,-0.643,-0.5905,-0.4804,0.312,0.08924,-1.011,-0.1975,-0.3875,-0.2086,0.02678,-0.1378,-0.136,-0.5521,-0.1041,-0.7183,0.6735
